,id,home_label,home_lat,home_lon,state
599298,7589722.0,8a2668b16ad7fff,38.161,-85.745,Kentucky
599299,7589726.0,8a44c3914177fff,33.399,-83.154,Georgia
599300,7589738.0,8a2aa2c72a9ffff,41.832,-79.129,Pennsylvania
599301,7589743.0,8a44c12858e7fff,34.055,-84.149,Georgia
599302,7589749.0,8a44c16e5907fff,34.073,-83.851,Georgia
599303,7589758.0,8a265b4933affff,34.753,-92.5,Arkansas
599304,7589770.0,8a26ed8e588ffff,36.579,-93.535,Missouri
599305,7589778.0,8a444c8a4b77fff,31.875,-93.554,Louisiana
599306,7589787.0,8a260e2edca7fff,41.2,-96.102,Nebraska
599307,7589790.0,8a4452db2427fff,30.458,-86.555,Florida
599308,7589800.0,8a2a90668ceffff,39.732,-84.085,Ohio
599309,7589801.0,8a2a896ecaaffff,35.849,-78.653,North Carolina
599310,7589807.0,8a44d8594c37fff,34.917,-80.802,North Carolina
599311,7589821.0,8a446c162a5ffff,29.545,-95.27,Texas
599312,7589827.0,8a29a818882ffff,36.099,-119.57,California
599313,7589830.0,8a2a15129ce7fff,40.987,-72.121,New York
599314,7589835.0,8a445c0ec80ffff,32.338,-90.061,Mississippi
599315,7589836.0,8a2a896e94dffff,35.815,-78.669,North Carolina
599316,7589844.0,8a264db1a4c7fff,36.058,-86.353,Tennessee
599317,7589854.0,8a4440cf2217fff,30.516,-91.126,Louisiana
599318,7589861.0,8a2ad4459a07fff,35.36,-77.954,North Carolina
599319,7589862.0,8a28f0006697fff,45.548,-122.633,Oregon
599320,7589863.0,8a2a86c2205ffff,40.854,-81.239,Ohio
599321,7589883.0,8a44e579c417fff,30.483,-85.667,Florida
599322,7589885.0,8a44a1126117fff,25.689,-80.159,Florida
599323,7589892.0,8a44d8144db7fff,35.08,-81.624,South Carolina
