,id,home_label,home_lat,home_lon,state
599324,7589896.0,8a2a88652a0ffff,36.665,-79.425,Virginia
599325,7589898.0,8a262b419b07fff,42.281,-94.295,Iowa
599326,7589901.0,8a2752681b1ffff,45.023,-93.296,Minnesota
599327,7589911.0,8a26448c08dffff,39.539,-89.247,Illinois
599328,7589913.0,8a274e34474ffff,43.236,-85.984,Michigan
599329,7589919.0,8a44e8373527fff,33.419,-86.775,Alabama
599330,7589924.0,8a264b1a4907fff,34.863,-88.384,Mississippi
599331,7589938.0,8a2aa66e275ffff,42.092,-78.886,New York
599332,7589940.0,8a489e245b0ffff,30.429,-97.778,Texas
599333,7589941.0,8a2893af46f7fff,46.018,-112.48,Montana
599334,7589951.0,8a2a105a384ffff,41.122,-74.369,New Jersey
599335,7589962.0,8a29a5699aaffff,33.932,-118.105,California
599336,7589970.0,8a2748545817fff,42.856,-85.73,Michigan
599337,7589972.0,8a26368a656ffff,46.863,-100.945,North Dakota
599338,7589974.0,8a44c4d48197fff,31.476,-83.491,Georgia
599339,7589976.0,8a44cc2b6517fff,34.776,-84.951,Georgia
599340,7589977.0,8a2a9574c15ffff,39.996,-82.631,Ohio
599341,7589996.0,8a48c6c30147fff,31.636,-106.158,Texas
599342,7589998.0,8a44c122ba27fff,34.055,-84.357,Georgia
599343,7590010.0,8a2ad54e0717fff,34.645,-77.33,North Carolina
599344,7590011.0,8a29a445c917fff,33.022,-116.877,California
599345,7590019.0,8a2621ad0107fff,44.956,-93.841,Minnesota
599346,7590020.0,8a2a90400d0ffff,40.227,-84.493,Ohio
599347,7590021.0,8a2a93008957fff,39.144,-84.39,Ohio
599348,7590042.0,8a2ad26e69b7fff,34.152,-79.757,South Carolina
599349,7590069.0,8a28b1c7572ffff,42.582,-114.518,Idaho
599350,7590080.0,8a29a0aca4d7fff,34.099,-117.772,California
599351,7590082.0,8a444d9726d7fff,32.554,-94.807,Texas
599352,7590083.0,8a2ab1cb4827fff,41.851,-80.917,Ohio
599353,7590091.0,8a445010da47fff,30.574,-88.241,Alabama
599354,7590092.0,8a26408e148ffff,38.533,-89.473,Illinois
599355,7590097.0,8a264606279ffff,39.001,-90.613,Missouri
599356,7590098.0,8a2a80d03c0ffff,40.108,-80.309,Pennsylvania
599357,7590100.0,8a2a331532b7fff,41.798,-71.446,Rhode Island
599358,7590101.0,8a2a86914aeffff,40.9,-80.695,Ohio
599359,7590103.0,8a44c039485ffff,33.102,-83.242,Georgia
599360,7590106.0,8a444c8e110ffff,32.019,-93.703,Louisiana
599361,7590110.0,8a2653902557fff,37.893,-93.34,Missouri
599362,7590125.0,8a44a104b22ffff,26.091,-80.23,Florida
599363,7590134.0,8a48ebb8c64ffff,33.281,-111.644,Arizona
599364,7590153.0,8a44e8c9132ffff,32.806,-85.998,Alabama
599365,7590156.0,8a4440c8c61ffff,30.485,-91.078,Louisiana
599366,7590169.0,8a260a102a97fff,40.779,-96.666,Nebraska
599367,7590176.0,8a2a93035c37fff,39.253,-84.432,Ohio
599368,7590183.0,8a44f00a532ffff,30.262,-81.751,Florida
599369,7590185.0,8a26c8250ceffff,32.895,-96.411,Texas
599370,7590199.0,8a27418eab67fff,44.755,-85.593,Michigan
599371,7590201.0,8a2a10b915b7fff,40.874,-73.435,New York
599372,7590207.0,8a2a9068b967fff,39.763,-84.46,Ohio
599373,7590208.0,8a4450b560c7fff,30.636,-88.687,Mississippi
599374,7590214.0,8a26ee1680e7fff,36.74,-95.911,Oklahoma
599375,7590220.0,8a26c822d8e7fff,33.01,-96.382,Texas
599376,7590221.0,8a445828b8d7fff,33.784,-89.868,Mississippi
599377,7590222.0,8a26c2c30347fff,35.906,-100.377,Texas
599378,7590223.0,8a44ec3956c7fff,32.323,-86.742,Alabama
599379,7590224.0,8a268cda18c7fff,39.78,-105.006,Colorado
599380,7590225.0,8a44c1249217fff,34.218,-84.465,Georgia
599381,7590228.0,8a2a84714187fff,40.443,-79.995,Pennsylvania
599382,7590236.0,8a4891415b97fff,28.832,-96.965,Texas
599383,7590239.0,8a44eaa4a58ffff,33.6,-85.838,Alabama
599384,7590242.0,8a44c022e2e7fff,33.244,-83.467,Georgia
599385,7590255.0,8a28d54c4487fff,47.776,-122.245,Washington
599386,7590274.0,8a2783259077fff,46.402,-105.847,Montana
599387,7590276.0,8a262c59d70ffff,44.455,-93.903,Minnesota
599388,7590279.0,8a2ad6d1b6b7fff,35.771,-79.001,North Carolina
599389,7590280.0,8a262dd9239ffff,44.089,-92.541,Minnesota
599390,7590283.0,8a2650a452c7fff,38.336,-92.651,Missouri
599391,7590286.0,8a2a8474901ffff,40.218,-79.762,Pennsylvania
599392,7590290.0,8a26e0b25887fff,38.717,-96.448,Kansas
599393,7590298.0,8a44ebcedb9ffff,33.953,-85.99,Alabama
599394,7590308.0,8a2668322547fff,37.885,-85.961,Kentucky
599395,7590314.0,8a2a937062cffff,39.033,-84.708,Kentucky
599396,7590316.0,8a444d909637fff,32.557,-94.783,Texas
599397,7590326.0,8a48936a146ffff,29.646,-95.934,Texas
599398,7590335.0,8a2aab88832ffff,38.245,-76.962,Virginia
599399,7590343.0,8a444652e667fff,29.841,-90.106,Louisiana
599400,7590344.0,8a2608770527fff,40.731,-95.443,Iowa
599401,7590349.0,8a445800879ffff,33.354,-89.795,Mississippi
599402,7590362.0,8a2b9934a257fff,43.015,-77.402,New York
599403,7590375.0,8a44c02365affff,33.172,-83.359,Georgia
599404,7590387.0,8a44ae92e207fff,26.448,-80.128,Florida
599405,7590403.0,8a26c8374317fff,33.123,-96.337,Texas
599406,7590412.0,8a2a149002affff,42.181,-72.532,Massachusetts
599407,7590413.0,8a29a56534a7fff,33.891,-118.349,California
599408,7590418.0,8a2836d12bb7fff,37.302,-120.502,California
599409,7590424.0,8a2a9c98402ffff,38.965,-81.912,West Virginia
599410,7590426.0,8a2a9b4c2377fff,36.615,-83.707,Kentucky
599411,7590433.0,8a489c080d6ffff,29.595,-98.364,Texas
599412,7590449.0,8a446c215a87fff,30.011,-95.299,Texas
599413,7590451.0,8a264965a7b7fff,34.445,-87.266,Alabama
599414,7590463.0,8a2a122e18dffff,40.319,-75.139,Pennsylvania
599415,7590465.0,8a274851dbaffff,42.921,-85.921,Michigan
599416,7590470.0,8a44eaa4225ffff,33.559,-85.824,Alabama
